model_id,model_reported,prompt_id,temperature,embedder,policy,n_scored,mean,sd,ci_lo,ci_hi,min,max,valid_rate,gaming_index,jaccard,distinct,total,distinct_ratio,n_runs,n_refused,n_failed
gpt-5-nano,gpt-5-nano-2025-08-07,cot,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.412919,0.020711,0.400458,0.424709,0.382787,0.437182,0.98,0.40466,0.057947,69,98,0.704082,10,0,0
gpt-5-nano,gpt-5-nano-2025-08-07,maxcreative,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.413969,0.015469,0.404467,0.422657,0.384033,0.43544,1.0,0.413969,0.215889,46,100,0.46,10,0,0
gpt-5-search-api,gpt-5-search-api-2025-10-14,verbatim,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.428328,0.015429,0.419076,0.437139,0.399706,0.452959,1.0,0.428328,0.192954,42,100,0.42,10,0,0
gpt-5-search-api,gpt-5-search-api-2025-10-14,terse,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.406647,0.012097,0.399898,0.413956,0.392294,0.423517,1.0,0.406647,0.227688,41,100,0.41,10,0,0
gpt-5-search-api,gpt-5-search-api-2025-10-14,cot,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.439039,0.019933,0.426829,0.450362,0.401066,0.468843,1.0,0.439039,0.129242,52,100,0.52,10,0,0
gpt-5-search-api,gpt-5-search-api-2025-10-14,maxcreative,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.423284,0.01916,0.412268,0.43464,0.39237,0.450718,1.0,0.423284,0.280269,40,100,0.4,10,0,0
gpt-5.2,gpt-5.2-2025-12-11,verbatim,0,text-embedding-embeddinggemma-300m,lenient,10,0.447557,0.009699,0.441423,0.450624,0.419953,0.450624,0.99,0.443081,0.871429,14,99,0.141414,10,0,0
gpt-5.2,gpt-5.2-2025-12-11,verbatim,0.7,text-embedding-embeddinggemma-300m,lenient,10,0.440474,0.010846,0.433901,0.446655,0.418693,0.455294,0.99,0.43607,0.274684,36,99,0.363636,10,0,0
gpt-5.2,gpt-5.2-2025-12-11,verbatim,1,text-embedding-embeddinggemma-300m,lenient,10,0.432173,0.020633,0.420704,0.444707,0.404801,0.470955,0.97,0.419208,0.126063,60,97,0.618557,10,0,0
gpt-5.2,gpt-5.2-2025-12-11,terse,0,text-embedding-embeddinggemma-300m,lenient,10,0.417483,0.00547,0.414888,0.421374,0.414888,0.427861,1.0,0.417483,0.835897,13,100,0.13,10,0,0
gpt-5.2,gpt-5.2-2025-12-11,terse,0.7,text-embedding-embeddinggemma-300m,lenient,10,0.421018,0.012398,0.414501,0.428913,0.40648,0.449937,1.0,0.421018,0.509869,22,100,0.22,10,0,0
gpt-5.2,gpt-5.2-2025-12-11,terse,1,text-embedding-embeddinggemma-300m,lenient,10,0.418011,0.010263,0.412564,0.424399,0.407915,0.437844,1.0,0.418011,0.566365,24,100,0.24,10,0,0
gpt-5.2,gpt-5.2-2025-12-11,cot,0,text-embedding-embeddinggemma-300m,lenient,10,0.450012,0.010524,0.443898,0.456126,0.437784,0.458164,0.9,0.40501,0.671795,13,90,0.144444,10,0,0
gpt-5.2,gpt-5.2-2025-12-11,cot,0.7,text-embedding-embeddinggemma-300m,lenient,10,0.443895,0.015494,0.434553,0.45297,0.418094,0.466832,0.93,0.412822,0.175278,43,93,0.462366,10,0,0
gpt-5.2,gpt-5.2-2025-12-11,cot,1,text-embedding-embeddinggemma-300m,lenient,10,0.445039,0.017942,0.434564,0.4557,0.417286,0.473314,0.97,0.431688,0.18142,50,97,0.515464,10,0,0
gpt-5.2,gpt-5.2-2025-12-11,maxcreative,0,text-embedding-embeddinggemma-300m,lenient,10,0.416878,0.013991,0.411137,0.425596,0.411137,0.454729,1.0,0.416878,0.729847,21,100,0.21,10,0,0
gpt-5.2,gpt-5.2-2025-12-11,maxcreative,0.7,text-embedding-embeddinggemma-300m,lenient,10,0.436872,0.019158,0.426003,0.448631,0.414275,0.469119,1.0,0.436872,0.228307,45,100,0.45,10,0,0
gpt-5.2,gpt-5.2-2025-12-11,maxcreative,1,text-embedding-embeddinggemma-300m,lenient,10,0.437349,0.025222,0.422728,0.452328,0.401157,0.48068,1.0,0.437349,0.153978,58,100,0.58,10,0,0
gpt-5.4-nano,gpt-5.4-nano-2026-03-17,verbatim,0,text-embedding-embeddinggemma-300m,lenient,10,0.402706,0.001065,0.401949,0.403212,0.400685,0.403212,1.0,0.402706,0.740526,17,100,0.17,10,0,0
gpt-5.4-nano,gpt-5.4-nano-2026-03-17,verbatim,0.7,text-embedding-embeddinggemma-300m,lenient,10,0.390811,0.011386,0.384965,0.398246,0.379695,0.417861,1.0,0.390811,0.228305,40,100,0.4,10,0,0
gpt-5.4-nano,gpt-5.4-nano-2026-03-17,verbatim,1,text-embedding-embeddinggemma-300m,lenient,10,0.409099,0.01266,0.402229,0.416824,0.394329,0.432075,0.99,0.405008,0.133275,52,99,0.525253,10,0,0
gpt-5.4-nano,gpt-5.4-nano-2026-03-17,terse,0,text-embedding-embeddinggemma-300m,lenient,10,0.409488,0.0,0.409488,0.409488,0.409488,0.409488,1.0,0.409488,0.808754,12,100,0.12,10,0,0
gpt-5.4-nano,gpt-5.4-nano-2026-03-17,terse,0.7,text-embedding-embeddinggemma-300m,lenient,10,0.414942,0.007463,0.410928,0.419587,0.408658,0.428938,1.0,0.414942,0.510101,25,100,0.25,10,0,0
gpt-5.4-nano,gpt-5.4-nano-2026-03-17,terse,1,text-embedding-embeddinggemma-300m,lenient,10,0.419519,0.017791,0.408243,0.429386,0.381537,0.442013,1.0,0.419519,0.357326,35,100,0.35,10,0,0
gpt-5.4-nano,gpt-5.4-nano-2026-03-17,cot,0,text-embedding-embeddinggemma-300m,lenient,10,0.399836,2.4e-05,0.399821,0.399844,0.399768,0.399844,1.0,0.399836,0.746698,15,100,0.15,10,0,0
gpt-5.4-nano,gpt-5.4-nano-2026-03-17,cot,0.7,text-embedding-embeddinggemma-300m,lenient,10,0.410147,0.020741,0.39829,0.422346,0.382485,0.437336,0.97,0.397842,0.151007,52,97,0.536082,10,0,0
gpt-5.4-nano,gpt-5.4-nano-2026-03-17,cot,1,text-embedding-embeddinggemma-300m,lenient,10,0.436353,0.032537,0.416223,0.454196,0.362448,0.487774,0.98,0.427626,0.072783,67,98,0.683673,10,0,0
gpt-5.4-nano,gpt-5.4-nano-2026-03-17,maxcreative,0,text-embedding-embeddinggemma-300m,lenient,10,0.392434,0.004629,0.389141,0.39463,0.383652,0.39463,1.0,0.392434,0.78816,15,100,0.15,10,0,0
gpt-5.4-nano,gpt-5.4-nano-2026-03-17,maxcreative,0.7,text-embedding-embeddinggemma-300m,lenient,10,0.398739,0.024051,0.385768,0.414138,0.371667,0.441232,1.0,0.398739,0.194646,46,100,0.46,10,0,0
gpt-5.4-nano,gpt-5.4-nano-2026-03-17,maxcreative,1,text-embedding-embeddinggemma-300m,lenient,10,0.403129,0.025318,0.390544,0.419617,0.377252,0.464646,0.99,0.399098,0.168725,52,99,0.525253,10,0,0
gpt-5.6-luna,gpt-5.6-luna,verbatim,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.460307,0.023664,0.445429,0.473516,0.41656,0.490642,1.0,0.460307,0.12046,61,100,0.61,10,0,0
gpt-5.6-luna,gpt-5.6-luna,terse,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.405133,0.011082,0.398754,0.411643,0.38728,0.421235,1.0,0.405133,0.406494,30,100,0.3,10,0,0
gpt-5.6-luna,gpt-5.6-luna,cot,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.450989,0.010935,0.444412,0.457363,0.435067,0.468015,0.97,0.437459,0.219642,46,97,0.474227,10,0,0
gpt-5.6-luna,gpt-5.6-luna,maxcreative,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.423751,0.024432,0.410095,0.438631,0.385749,0.470407,0.99,0.419513,0.218872,41,99,0.414141,10,0,0
gpt-5.6-terra,gpt-5.6-terra,verbatim,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.438263,0.013509,0.430429,0.446649,0.422143,0.465349,1.0,0.438263,0.335039,31,100,0.31,10,0,0
gpt-5.6-terra,gpt-5.6-terra,terse,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.412272,0.013329,0.405187,0.420754,0.39894,0.442836,1.0,0.412272,0.32091,27,100,0.27,10,0,0
gpt-5.6-terra,gpt-5.6-terra,cot,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.461299,0.010636,0.454523,0.467087,0.438074,0.474543,0.97,0.44746,0.208017,47,97,0.484536,10,0,0
gpt-5.6-terra,gpt-5.6-terra,maxcreative,n/a,text-embedding-embeddinggemma-300m,lenient,10,0.452919,0.010433,0.447153,0.45942,0.439229,0.469527,0.98,0.443861,0.155078,56,98,0.571429,10,0,0
lfm2.5-1.2b,liquid/lfm2.5-1.2b,verbatim,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.495517,0.0,0.495517,0.495517,0.495517,0.495517,1.0,0.495517,0.817918,13,97,0.134021,10,0,0
lfm2.5-1.2b,liquid/lfm2.5-1.2b,verbatim,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.493199,0.004271,0.490739,0.495659,0.488279,0.49696,0.99,0.488267,0.623046,16,98,0.163265,10,0,0
lfm2.5-1.2b,liquid/lfm2.5-1.2b,verbatim,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.492857,0.004195,0.49031,0.495224,0.48558,0.49696,0.988889,0.487381,0.588062,17,97,0.175258,10,0,0
lfm2.5-1.2b,liquid/lfm2.5-1.2b,terse,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.488124,0.0,0.488124,0.488124,0.488124,0.488124,0.8,0.390499,0.881481,9,80,0.1125,10,0,0
lfm2.5-1.2b,liquid/lfm2.5-1.2b,terse,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.486212,0.006862,0.482193,0.49019,0.476262,0.495011,0.85,0.41328,0.680786,14,85,0.164706,10,0,0
lfm2.5-1.2b,liquid/lfm2.5-1.2b,terse,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.485295,0.007184,0.481047,0.489464,0.476262,0.495011,0.86,0.417354,0.657935,14,86,0.162791,10,0,0
lfm2.5-1.2b,liquid/lfm2.5-1.2b,cot,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.461176,0.0,0.461176,0.461176,0.461176,0.461176,1.0,0.461176,1.0,10,100,0.1,10,0,0
lfm2.5-1.2b,liquid/lfm2.5-1.2b,cot,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.461176,0.0,0.461176,0.461176,0.461176,0.461176,1.0,0.461176,1.0,10,100,0.1,10,0,0
lfm2.5-1.2b,liquid/lfm2.5-1.2b,cot,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.461176,0.0,0.461176,0.461176,0.461176,0.461176,1.0,0.461176,1.0,10,100,0.1,10,0,0
lfm2.5-1.2b,liquid/lfm2.5-1.2b,maxcreative,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.429093,0.001276,0.428301,0.429628,0.427244,0.429886,0.93,0.399057,0.872727,11,93,0.11828,10,0,0
lfm2.5-1.2b,liquid/lfm2.5-1.2b,maxcreative,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.429093,0.001276,0.428301,0.429886,0.427244,0.429886,0.94,0.403347,0.817778,13,94,0.138298,10,0,0
lfm2.5-1.2b,liquid/lfm2.5-1.2b,maxcreative,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.428829,0.001364,0.428036,0.429621,0.427244,0.429886,0.95,0.407387,0.833737,12,95,0.126316,10,0,0
gemma-4-e4b,google/gemma-4-e4b,verbatim,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.522543,0.0,0.522543,0.522543,0.522543,0.522543,1.0,0.522543,1.0,10,100,0.1,10,0,0
gemma-4-e4b,google/gemma-4-e4b,verbatim,0.7,text-embedding-nomic-embed-text-v1.5,strict,9,0.505508,0.016126,0.496147,0.515669,0.484319,0.532886,1.0,0.505508,0.080431,55,92,0.597826,10,1,0
gemma-4-e4b,google/gemma-4-e4b,verbatim,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.512507,0.023948,0.499614,0.527662,0.487528,0.566196,1.0,0.512507,0.074133,62,100,0.62,10,0,0
gemma-4-e4b,google/gemma-4-e4b,terse,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.473006,0.0,0.473006,0.473006,0.473006,0.473006,1.0,0.473006,1.0,10,100,0.1,10,0,0
gemma-4-e4b,google/gemma-4-e4b,terse,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.479071,0.021078,0.467315,0.492016,0.449128,0.516665,1.0,0.479071,0.348895,30,100,0.3,10,0,0
gemma-4-e4b,google/gemma-4-e4b,terse,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.475547,0.010785,0.469309,0.481878,0.460343,0.490986,1.0,0.475547,0.426475,24,100,0.24,10,0,0
gemma-4-e4b,google/gemma-4-e4b,cot,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.527234,0.003726,0.524877,0.528412,0.51663,0.528412,1.0,0.527234,0.933333,12,100,0.12,10,0,0
gemma-4-e4b,google/gemma-4-e4b,cot,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.527977,0.019091,0.516177,0.538636,0.486309,0.55559,1.0,0.527977,0.038016,78,100,0.78,10,0,0
gemma-4-e4b,google/gemma-4-e4b,cot,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.518743,0.015874,0.509635,0.52829,0.50064,0.547306,1.0,0.518743,0.08031,62,100,0.62,10,0,0
gemma-4-e4b,google/gemma-4-e4b,maxcreative,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.477036,0.0,0.477036,0.477036,0.477036,0.477036,1.0,0.477036,1.0,10,100,0.1,10,0,0
gemma-4-e4b,google/gemma-4-e4b,maxcreative,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.486994,0.018543,0.476286,0.49778,0.456855,0.512909,1.0,0.486994,0.086441,65,100,0.65,10,0,0
gemma-4-e4b,google/gemma-4-e4b,maxcreative,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.503058,0.017859,0.492012,0.513039,0.468531,0.526804,1.0,0.503058,0.0831,58,100,0.58,10,0,0
gpt-5.5,gpt-5.5-2026-04-23,verbatim,n/a,text-embedding-nomic-embed-text-v1.5,strict,10,0.521369,0.015286,0.51275,0.530589,0.503641,0.546981,1.0,0.521369,0.116111,58,100,0.58,10,0,0
gpt-5.5,gpt-5.5-2026-04-23,terse,n/a,text-embedding-nomic-embed-text-v1.5,strict,10,0.5025,0.00385,0.500331,0.504918,0.496863,0.510749,1.0,0.5025,0.54786,18,100,0.18,10,0,0
gpt-5.5,gpt-5.5-2026-04-23,cot,n/a,text-embedding-nomic-embed-text-v1.5,strict,10,0.547253,0.008399,0.542363,0.552341,0.534909,0.559084,0.96,0.525363,0.169674,52,96,0.541667,10,0,0
gpt-5.5,gpt-5.5-2026-04-23,maxcreative,n/a,text-embedding-nomic-embed-text-v1.5,strict,10,0.533818,0.027744,0.51624,0.548373,0.48395,0.563262,0.99,0.52848,0.058887,66,99,0.666667,10,0,0
gpt-5.6-sol,gpt-5.6-sol,verbatim,n/a,text-embedding-nomic-embed-text-v1.5,strict,10,0.559919,0.01582,0.550721,0.569249,0.532345,0.589361,0.99,0.554319,0.09355,61,99,0.616162,10,0,0
gpt-5.6-sol,gpt-5.6-sol,terse,n/a,text-embedding-nomic-embed-text-v1.5,strict,10,0.523971,0.017892,0.513863,0.534982,0.505263,0.55035,1.0,0.523971,0.263876,31,100,0.31,10,0,0
gpt-5.6-sol,gpt-5.6-sol,cot,n/a,text-embedding-nomic-embed-text-v1.5,strict,10,0.548686,0.017767,0.539087,0.559779,0.526935,0.579278,0.97,0.532226,0.065315,65,97,0.670103,10,0,0
gpt-5.6-sol,gpt-5.6-sol,maxcreative,n/a,text-embedding-nomic-embed-text-v1.5,strict,10,0.556879,0.013971,0.549016,0.565329,0.534178,0.585666,1.0,0.556879,0.097185,61,100,0.61,10,0,0
o4-mini,o4-mini-2025-04-16,verbatim,n/a,text-embedding-nomic-embed-text-v1.5,strict,10,0.511865,0.015523,0.502699,0.520745,0.484228,0.535452,0.99,0.506746,0.113462,55,99,0.555556,10,0,0
o4-mini,o4-mini-2025-04-16,terse,n/a,text-embedding-nomic-embed-text-v1.5,strict,10,0.481295,0.013966,0.472898,0.48942,0.45145,0.506171,1.0,0.481295,0.279559,36,100,0.36,10,0,0
o4-mini,o4-mini-2025-04-16,cot,n/a,text-embedding-nomic-embed-text-v1.5,strict,10,0.512093,0.022744,0.497823,0.524142,0.466633,0.536341,1.0,0.512093,0.058952,69,100,0.69,10,0,0
o4-mini,o4-mini-2025-04-16,maxcreative,n/a,text-embedding-nomic-embed-text-v1.5,strict,10,0.477857,0.016654,0.467927,0.487348,0.445478,0.503882,1.0,0.477857,0.242141,38,100,0.38,10,0,0
gpt-5.4,gpt-5.4-2026-03-05,verbatim,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.50803,0.0,0.50803,0.50803,0.50803,0.50803,1.0,0.50803,1.0,10,100,0.1,10,0,0
gpt-5.4,gpt-5.4-2026-03-05,verbatim,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.514591,0.012323,0.507315,0.521777,0.494283,0.533716,1.0,0.514591,0.343694,34,100,0.34,10,0,0
gpt-5.4,gpt-5.4-2026-03-05,verbatim,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.521761,0.008859,0.516612,0.526964,0.507419,0.535777,1.0,0.521761,0.343785,37,100,0.37,10,0,0
gpt-5.4,gpt-5.4-2026-03-05,terse,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.521846,0.0,0.521846,0.521846,0.521846,0.521846,1.0,0.521846,1.0,10,100,0.1,10,0,0
gpt-5.4,gpt-5.4-2026-03-05,terse,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.517719,0.008419,0.512168,0.521787,0.496319,0.526304,1.0,0.517719,0.422455,26,100,0.26,10,0,0
gpt-5.4,gpt-5.4-2026-03-05,terse,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.508423,0.013523,0.500197,0.515808,0.484099,0.521846,1.0,0.508423,0.435772,26,100,0.26,10,0,0
gpt-5.4,gpt-5.4-2026-03-05,cot,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.552359,0.0,0.552359,0.552359,0.552359,0.552359,1.0,0.552359,1.0,10,100,0.1,10,0,0
gpt-5.4,gpt-5.4-2026-03-05,cot,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.549224,0.013691,0.541307,0.557254,0.533937,0.569885,0.94,0.516271,0.443902,28,94,0.297872,10,0,0
gpt-5.4,gpt-5.4-2026-03-05,cot,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.550952,0.007591,0.54648,0.555294,0.536367,0.563489,1.0,0.550952,0.409146,29,100,0.29,10,0,0
gpt-5.4,gpt-5.4-2026-03-05,maxcreative,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.54444,0.0,0.54444,0.54444,0.54444,0.54444,1.0,0.54444,1.0,10,100,0.1,10,0,0
gpt-5.4,gpt-5.4-2026-03-05,maxcreative,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.547615,0.011121,0.5415,0.554378,0.534542,0.567226,1.0,0.547615,0.40917,26,100,0.26,10,0,0
gpt-5.4,gpt-5.4-2026-03-05,maxcreative,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.556778,0.006074,0.553397,0.560531,0.550589,0.565781,1.0,0.556778,0.488541,26,100,0.26,10,0,0
gpt-5.4-mini,gpt-5.4-mini-2026-03-17,verbatim,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.535631,0.0,0.535631,0.535631,0.535631,0.535631,1.0,0.535631,1.0,10,100,0.1,10,0,0
gpt-5.4-mini,gpt-5.4-mini-2026-03-17,verbatim,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.52464,0.008697,0.519259,0.529472,0.506648,0.535631,1.0,0.52464,0.303657,37,100,0.37,10,0,0
gpt-5.4-mini,gpt-5.4-mini-2026-03-17,verbatim,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.527933,0.010011,0.522452,0.534093,0.513988,0.545103,1.0,0.527933,0.244949,40,100,0.4,10,0,0
gpt-5.4-mini,gpt-5.4-mini-2026-03-17,terse,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.504922,0.0,0.504922,0.504922,0.504922,0.504922,1.0,0.504922,1.0,10,100,0.1,10,0,0
gpt-5.4-mini,gpt-5.4-mini-2026-03-17,terse,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.503176,0.01137,0.498334,0.510708,0.495036,0.534537,1.0,0.503176,0.64474,17,100,0.17,10,0,0
gpt-5.4-mini,gpt-5.4-mini-2026-03-17,terse,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.504871,0.01372,0.496782,0.512896,0.479383,0.524196,1.0,0.504871,0.385459,29,100,0.29,10,0,0
gpt-5.4-mini,gpt-5.4-mini-2026-03-17,cot,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.541751,0.016145,0.5325,0.551134,0.511647,0.56781,1.0,0.541751,0.660295,17,100,0.17,10,0,0
gpt-5.4-mini,gpt-5.4-mini-2026-03-17,cot,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.528666,0.018947,0.517307,0.539365,0.490622,0.555103,1.0,0.528666,0.299043,35,100,0.35,10,0,0
gpt-5.4-mini,gpt-5.4-mini-2026-03-17,cot,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.524704,0.02416,0.511062,0.539248,0.491276,0.563095,1.0,0.524704,0.184266,47,100,0.47,10,0,0
gpt-5.4-mini,gpt-5.4-mini-2026-03-17,maxcreative,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.528291,0.000122,0.528213,0.52833,0.527943,0.52833,1.0,0.528291,0.869878,13,100,0.13,10,0,0
gpt-5.4-mini,gpt-5.4-mini-2026-03-17,maxcreative,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.538797,0.01817,0.529066,0.550397,0.516588,0.579248,1.0,0.538797,0.385334,28,100,0.28,10,0,0
gpt-5.4-mini,gpt-5.4-mini-2026-03-17,maxcreative,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.523489,0.013842,0.515641,0.531776,0.502033,0.545387,1.0,0.523489,0.287856,38,100,0.38,10,0,0
gpt-5.1,gpt-5.1-2025-11-13,verbatim,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.547437,0.0,0.547437,0.547437,0.547437,0.547437,1.0,0.547437,1.0,10,100,0.1,10,0,0
gpt-5.1,gpt-5.1-2025-11-13,verbatim,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.53959,0.013386,0.532919,0.548268,0.523389,0.573119,1.0,0.53959,0.183138,47,100,0.47,10,0,0
gpt-5.1,gpt-5.1-2025-11-13,verbatim,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.543697,0.010091,0.537825,0.549591,0.529023,0.561468,0.98,0.532823,0.173289,48,98,0.489796,10,0,0
gpt-5.1,gpt-5.1-2025-11-13,terse,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.517165,0.005825,0.513316,0.519479,0.500818,0.520064,1.0,0.517165,0.653724,15,100,0.15,10,0,0
gpt-5.1,gpt-5.1-2025-11-13,terse,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.50927,0.014523,0.501582,0.518423,0.494224,0.541832,1.0,0.50927,0.60313,22,100,0.22,10,0,0
gpt-5.1,gpt-5.1-2025-11-13,terse,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.505881,0.014825,0.497593,0.514972,0.48786,0.534234,1.0,0.505881,0.433332,29,100,0.29,10,0,0
gpt-5.1,gpt-5.1-2025-11-13,cot,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.557863,0.014335,0.550021,0.566567,0.543128,0.577474,0.97,0.541127,0.516597,19,97,0.195876,10,0,0
gpt-5.1,gpt-5.1-2025-11-13,cot,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.564712,0.015922,0.554604,0.573063,0.531543,0.577474,0.98,0.553418,0.352652,30,98,0.306122,10,0,0
gpt-5.1,gpt-5.1-2025-11-13,cot,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.563642,0.014932,0.554221,0.571709,0.533539,0.578246,0.99,0.558005,0.153723,55,99,0.555556,10,0,0
gpt-5.1,gpt-5.1-2025-11-13,maxcreative,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.557927,0.007023,0.553947,0.562169,0.55224,0.568917,1.0,0.557927,0.490179,21,100,0.21,10,0,0
gpt-5.1,gpt-5.1-2025-11-13,maxcreative,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.564683,0.009328,0.558944,0.569796,0.547012,0.57547,0.98,0.55339,0.215766,41,98,0.418367,10,0,0
gpt-5.1,gpt-5.1-2025-11-13,maxcreative,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.545965,0.014689,0.537478,0.554475,0.520869,0.573966,1.0,0.545965,0.184718,44,100,0.44,10,0,0
gpt-4.1,gpt-4.1-2025-04-14,verbatim,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.523984,0.006895,0.520238,0.528651,0.51365,0.541709,1.0,0.523984,0.595845,22,100,0.22,10,0,0
gpt-4.1,gpt-4.1-2025-04-14,verbatim,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.529136,0.022156,0.516675,0.542593,0.501043,0.56733,1.0,0.529136,0.234279,36,100,0.36,10,0,0
gpt-4.1,gpt-4.1-2025-04-14,verbatim,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.533629,0.025576,0.517723,0.547782,0.49058,0.56041,1.0,0.533629,0.132139,52,100,0.52,10,0,0
gpt-4.1,gpt-4.1-2025-04-14,terse,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.492059,0.001891,0.491461,0.493255,0.491461,0.49744,1.0,0.492059,0.841129,13,100,0.13,10,0,0
gpt-4.1,gpt-4.1-2025-04-14,terse,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.506067,0.009569,0.500736,0.511793,0.495773,0.522381,1.0,0.506067,0.485755,22,100,0.22,10,0,0
gpt-4.1,gpt-4.1-2025-04-14,terse,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.503376,0.016326,0.493575,0.512946,0.476235,0.527218,1.0,0.503376,0.347079,30,100,0.3,10,0,0
gpt-4.1,gpt-4.1-2025-04-14,cot,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.531004,0.015422,0.521909,0.54006,0.504046,0.557535,1.0,0.531004,0.18696,42,100,0.42,10,0,0
gpt-4.1,gpt-4.1-2025-04-14,cot,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.534594,0.017565,0.524366,0.544706,0.510995,0.557706,1.0,0.534594,0.106307,62,100,0.62,10,0,0
gpt-4.1,gpt-4.1-2025-04-14,cot,1,text-embedding-nomic-embed-text-v1.5,strict,10,0.528904,0.02203,0.516301,0.542228,0.501439,0.570155,0.98,0.518326,0.081319,66,98,0.673469,10,0,0
gpt-4.1,gpt-4.1-2025-04-14,maxcreative,0,text-embedding-nomic-embed-text-v1.5,strict,10,0.49498,0.010909,0.488426,0.501535,0.484934,0.506784,1.0,0.49498,0.575565,19,100,0.19,10,0,0
gpt-4.1,gpt-4.1-2025-04-14,maxcreative,0.7,text-embedding-nomic-embed-text-v1.5,strict,10,0.522256,0.021619,0.508913,0.534699,0.479288,0.552878,1.0,0.522256,0.197528,39,100,0.39,10,0,0
